laws_service_id,laws_service,laws,
159,"폭력행위등처벌에관한법률 제2조 제2항 제1호,형법 제283조 제1항","형법 제283조 제1항 사람을 협박한 자는 3년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 폭력행위등처벌에관한법률 제2조 제2항 제1호 2명 이상이 공동하여 다음 각 호의 죄를 범한 사람은 형법 각 해당 조항에서 정한 형의 2분의 1까지 가중한다. 형법 제260조 제1항(폭행), 형법 제283조 제1항(협박), 형법 제319조(주거침입, 퇴거불응) 또는 형법 제366조(재물손괴 등)의 죄.",
160,"형법 제258조 제2항,형법 제258조 제1항",형법 제258조 제1항 사람의 신체를 상해하여 생명에 대한 위험을 발생하게 한 자는 1년 이상 10년 이하의 징역에 처한다. \n 형법 제258조 제2항 신체의 상해로 인하여 불구 또는 불치나 난치의 질병에 이르게 한 자도 전항의 형과 같다.,
161,"형법 제170조 제1항,형법 제164조 제1항","형법 제164조 제1항 불을 놓아 사람이 주거로 사용하거나 사람이 현존하는 건조물, 기차, 전차, 자동차, 선박, 항공기 또는 지하채굴시설을 불태운 자는 무기 또는 3년 이상의 징역에 처한다. \n 형법 제170조 제1항 과실로 형법 제164조 또는 형법 제165조에 기재한 물건 또는 타인 소유인 형법 제166조에 기재한 물건을 불태운 자는 1천500만원 이하의 벌금에 처한다.",
162,아동ㆍ청소년의성보호에관한법률 제11조 제3항,아동ㆍ청소년의성보호에관한법률 제11조 제3항 아동ㆍ청소년의 성을 사는 행위의 상대방이 되도록 유인ㆍ권유한 자는 7년 이하의 징역 또는 5천만원 이하의 벌금에 처한다.,
163,"특정범죄가중처벌등에관한법률 제5조의9 제2항,특정범죄가중처벌등에관한법률 제5조의9 제1항,형법 제283조 제1항","형법 제283조 제1항 사람을 협박한 자는 3년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 특정범죄가중처벌등에관한법률 제5조의9 제1항 자기 또는 타인의 형사사건의 수사 또는 재판과 관련하여 고소ㆍ고발 등 수사단서의 제공, 진술, 증언 또는 자료제출에 대한 보복의 목적으로 형법 제250조 제1항의 죄를 범한 사람은 사형, 무기 또는 10년 이상의 징역에 처한다. 고소ㆍ고발 등 수사단서의 제공, 진술, 증언 또는 자료제출을 하지 못하게 하거나 고소ㆍ고발을 취소하게 하거나 거짓으로 진술ㆍ증언ㆍ자료제출을 하게 할 목적인 경우에도 또한 같다. \n 특정범죄가중처벌등에관한법률 제5조의9 제2항 제1항과 같은 목적으로 형법 제257조 제1항, 형법 제260조 제1항, 형법 제276조 제1항 또는 형법 제283조 제1항의 죄를 범한 사람은 1년 이상의 유기징역에 처한다.",
164,"도로교통법 제151조의2,도로교통법 제46조의3","도로교통법 제46조의3 자동차등(개인형 이동장치는 제외한다)의 운전자는 다음 각 호 중 둘 이상의 행위를 연달아 하거나, 하나의 행위를 지속 또는 반복하여 다른 사람에게 위협 또는 위해를 가하거나 교통상의 위험을 발생하게 하여서는 아니 된다. \n 도로교통법 제151조의2 다음 각 호의 어느 하나에 해당하는 사람은 1년 이하의 징역이나 500만원 이하의 벌금에 처한다.",
165,"형법 제335조,형법 제333조",형법 제333조 과실로 형법 제164조 또는 형법 제165조에 기재한 물건 또는 타인 소유인 형법 제166조에 기재한 물건을 불태운 자는 1천500만원 이하의 벌금에 처한다. \n 형법 제335조 절도가 재물의 탈환에 항거하거나 체포를 면탈하거나 범죄의 흔적을 인멸할 목적으로 폭행 또는 협박한 때에는 형법 제333조 및 형법 제334조의 예에 따른다.,
166,형법 제348조 제1항,형법 제348조 제1항 미성년자의 사리분별력 부족 또는 사람의 심신장애를 이용하여 재물을 교부받거나 재산상 이익을 취득한 자는 10년 이하의 징역 또는 2천만원 이하의 벌금에 처한다.,
167,"형법 제264조,형법 제260조 제1항","형법 제260조 제1항 사람의 신체에 대하여 폭행을 가한 자는 2년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 형법 제264조 상습으로 형법 제257조, 형법 제258조,  형법 제258조의2, 형법 제260조 또는 형법 제261조의 죄를 범한 때에는 그 죄에 정한 형의 2분의 1까지 가중한다.",
168,"아동ㆍ청소년의성보호에관한법률 제7조 제4항,아동ㆍ청소년의성보호에관한법률 제7조 제3항,형법 제299조","형법 제299조 사람의 심신상실 또는 항거불능의 상태를 이용하여 간음 또는 추행을 한 자는 제297조, 제297조의2 및 제298조의 예에 의한다. \n ",
169,"형법 제264조,형법 제257조 제1항","형법 제257조 제1항 사람의 신체를 상해한 자는 7년 이하의 징역, 10년 이하의 자격정지 또는 1천만원 이하의 벌금에 처한다. \n 형법 제264조 상습으로 제257조, 제258조, 제258조의2, 제260조 또는 제261조의 죄를 범한 때에는 그 죄에 정한 형의 2분의 1까지 가중한다.",
170,"교통사고처리특례법 제3조 제1항,교통사고처리특례법 제3조 제2항_단서 제7호,형법 제268조",형법 제268조 업무상과실 또는 중대한 과실로 사람을 사망이나 상해에 이르게 한 자는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n,
171,아동ㆍ청소년의성보호에관한법률 제7조 제1항,아동ㆍ청소년의성보호에관한법률 제7조 제1항 폭행 또는 협박으로 아동ㆍ청소년을 강간한 사람은 무기징역 또는 5년 이상의 유기징역에 처한다.,
172,"교통사고처리특례법 제3조 제1항,교통사고처리특례법 제3조 제2항_단서 제4호,형법 제268조",형법 제268조 업무상과실 또는 중대한 과실로 사람을 사망이나 상해에 이르게 한 자는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n,
173,형법 제333조,형법 제333조 폭행 또는 협박으로 타인의 재물을 강취하거나 기타 재산상의 이익을 취득하거나 제삼자로 하여금 이를 취득하게 한 자는 3년 이상의 유기징역에 처한다.,
174,"형법 제305조 제1항,형법 제298조","형법 제298조 폭행 또는 협박으로 사람에 대하여 추행을 한 자는 10년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다. \n 형법 제305조 제1항 13세 미만의 사람에 대하여 간음 또는 추행을 한 자는 형법 제297조, 형법 제297조의2, 형법 제298조, 형법 제301조 또는 형법 제301조의2의 예에 의한다.",
175,"형법 제285조,형법 제283조 제1항","형법 제283조 제1항 사람을 협박한 자는 3년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 형법 제285조 상습으로 형법 제283조 제1항, 제2항 또는 전조의 죄를 범한 때에는 그 죄에 정한 형의 2분의 1까지 가중한다.",
176,형법 제258조 제1항,형법 제258조 제1항 사람의 신체를 상해하여 생명에 대한 위험을 발생하게 한 자는 1년 이상 10년 이하의 징역에 처한다.,
